公司,资产标签,型号,品牌,类别：,生产厂家,位置,状态
腾讯,TKMB1702025K,"HUAWEI TIT-AL00",HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1902006W,PBBM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200302MP,"REDMI K20 PRO",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200500MW,"REDMI 6A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB191102AG,TAS-AN00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180601YT,PLK-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB201204R9,PADM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB190600JX,GM1900,ONEPLUS,Android,OnePlus,,"新增 (deployable)"
腾讯,TKMB1806023Y,"OPPO A59S",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB170302HA,"MI PAD 2",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB2004056W,OXF-AN00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20040030,COR-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180600GF,"VIVO X20A",VIVO,Android,vivo,A1-线下箱子4,"待上线 (deployable)"
腾讯,TKMB190701FE,PRA-AL00X,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190300EG,PBEM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB190901WT,SM-N960F,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB18010428,STF-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB161107E5,"MI 5S",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB20050410,DRA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20070345,SM-N916S,samsung,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB210201LE,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201L7,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201MF,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201M7,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201LG,待定,待定,Android,待定,B2-G01-0112,"上线 (deployable)"
腾讯,TKMB210201R9,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201LW,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21020246,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201MG,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201LJ,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201M6,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201ME,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210200Y8,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201MA,待定,待定,Android,待定,B2,"上线 (deployable)"
腾讯,TKMB210201MX,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21020095,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21020094,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201MW,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21020093,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201WL,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201LA,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102022L,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102023X,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201LT,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201LF,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201M2,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201M4,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201M5,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201LN,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210200YR,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201LR,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201M9,待定,待定,Android,待定,B2,"上线 (deployable)"
腾讯,TKMB210201PY,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201LX,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201M0,待定,待定,Android,待定,B2-G01-0109,"上线 (deployable)"
腾讯,TKMB2102023N,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102023F,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102023A,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102022N,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210202E1,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210202RN,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102022T,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201M8,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201MY,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21020235,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201RN,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201RY,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21020234,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210202R6,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21020243,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201ET,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102022X,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21020240,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21020247,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201TL,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21020230,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102023R,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201W1,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102023E,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21020245,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201FF,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201J2,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102023W,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB210201W2,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102022F,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102023J,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21020244,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21020231,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102023T,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102022J,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102023P,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102022G,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2103002W,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21020237,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21020233,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102023L,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102023G,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21020241,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2102023M,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21030115,待定,待定,Android,待定,B2-G03-0203,"上线 (deployable)"
腾讯,TKMB2102027J,待定,待定,Android,待定,B2-G03-0108,"上线 (deployable)"
腾讯,TKMB2103023P,待定,待定,Android,待定,B2-G03-0107,"上线 (deployable)"
腾讯,TKMB21030175,待定,待定,Android,待定,B2-G03-0115,"上线 (deployable)"
腾讯,TKMB21030261,待定,待定,Android,待定,B2-G03-0110,"上线 (deployable)"
腾讯,TKMB21030143,待定,待定,Android,待定,B2-G03-0301,"上线 (deployable)"
腾讯,TKMB21030114,待定,待定,Android,待定,B2-G03-0113,"上线 (deployable)"
腾讯,TKMB2103017M,待定,待定,Android,待定,B2-G03-0106,"上线 (deployable)"
腾讯,TKMB2103011A,待定,待定,Android,待定,B2-G03-0116,"上线 (deployable)"
腾讯,TKMB21030119,待定,待定,Android,待定,B2-G03-0104,"上线 (deployable)"
腾讯,TKMB210300N6,待定,待定,Android,待定,B2-G03-0111,"上线 (deployable)"
腾讯,TKMB2103020R,待定,待定,Android,待定,B2-G03-0112,"上线 (deployable)"
腾讯,TKMB2103020W,待定,待定,Android,待定,B2-G03-0101,"上线 (deployable)"
腾讯,TKMB21030104,待定,待定,Android,待定,B2-G03-0109,"上线 (deployable)"
腾讯,TKMB21030106,待定,待定,Android,待定,B2-G01-0105,"上线 (deployable)"
腾讯,TKMB210202RF,待定,待定,Android,待定,B2-G03-0114,"上线 (deployable)"
腾讯,TKMB2104000M,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2104000N,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21040010,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21040011,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2104003G,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB21040017,待定,待定,Android,待定,B2-G03-0102,"上线 (deployable)"
腾讯,TKMB2104002W,待定,待定,Android,待定,B2-G03-0103,"上线 (deployable)"
腾讯,TKMB2103045F,待定,待定,Android,待定,B2-G03-0207,"上线 (deployable)"
腾讯,TKMB2104001F,待定,待定,Android,待定,B2-G03-0204,"上线 (deployable)"
腾讯,TKMB2104004J,待定,待定,Android,待定,B2-G03-0615,"上线 (deployable)"
腾讯,TKMB21040054,待定,待定,Android,待定,B2-G03-0205,"上线 (deployable)"
腾讯,TKMB21040058,待定,待定,Android,待定,B2-G03-0201,"新增 (deployable)"
腾讯,TKMB21040059,待定,待定,Android,待定,B2-G03-0614,"上线 (deployable)"
腾讯,TKMB2104005A,待定,待定,Android,待定,B2-G03-0616,"上线 (deployable)"
腾讯,TKMB2104005P,待定,待定,Android,待定,B2-G03-0206,"上线 (deployable)"
腾讯,TKMB2104005R,待定,待定,Android,待定,B2-G03-0208,"上线 (deployable)"
腾讯,TKMB2104005W,待定,待定,Android,待定,B2-G03-0202,"新增 (deployable)"
腾讯,TKMB201200YE,TAS-AN00,HUAWEI,Android,HUAWEI,B2,"新增 (deployable)"
周丹丹-供应商,GKMB21042201,待定,待定,Android,待定,B2,"新增 (deployable)"
周丹丹-供应商,GKMB21042202,待定,待定,Android,待定,B2,"新增 (deployable)"
周丹丹-供应商,GKMB21042203,待定,待定,Android,待定,B2,"新增 (deployable)"
周丹丹-供应商,GKMB21042204,待定,待定,Android,待定,,"外借 (deployed)"
腾讯,TKMB1912078M,LIO_AN00,HUAWEI,Android,HUAWEI,B2,"新增 (deployed)"
腾讯,TKMB2104001J,HLK-AL10,HONOR,Android,HUAWEI,B2,"新增 (deployable)"
腾讯,TKMB2104004L,JNY-AL10,HUAWEI,Android,HUAWEI,B2,"新增 (deployable)"
腾讯,TKMB2104004M,AQM-AL00,HUAWEI,Android,HUAWEI,B2,"新增 (deployable)"
腾讯,TKMB2104004N,"REDMI K20",XIAOMI,Android,Xiaomi,B2,"新增 (deployable)"
腾讯,TKMB2104004P,CDY-AN20,HUAWEI,Android,HUAWEI,B2,"新增 (deployable)"
腾讯,TKMB21040051,"REDMI K30I 5G",REDMI,Android,Xiaomi,B2,"新增 (deployable)"
腾讯,TKMB21040052,"MI 9",XIAOMI,Android,Xiaomi,B2,"新增 (deployable)"
腾讯,TKMB21040053,EVR-AN00,HUAWEI,Android,HUAWEI,B2,"新增 (deployable)"
腾讯,TKMB21040055,NEO-AL00,HUAWEI,Android,HUAWEI,B2,"新增 (deployable)"
腾讯,TKMB21040056,YAL-AL50,HONOR,Android,HUAWEI,B2,"新增 (deployable)"
腾讯,TKMB21040057,CDY-TN00,HUAWEI,Android,HUAWEI,B2,"新增 (deployable)"
腾讯,TKMB2104005E,EVR-AL00,HUAWEI,Android,HUAWEI,B2,"新增 (deployable)"
腾讯,TKMB21040155,MXW-AN00,HONOR,Android,HUAWEI,B2,"新增 (deployable)"
腾讯,TKMB210401EW,LE2110,ONEPLUS,Android,OnePlus,B2,"新增 (deployable)"
腾讯,TKMB210401T3,"Mi 11 Pro",XIAOMI,Android,Xiaomi,B2,"新增 (deployable)"
腾讯,TKMB210401Y0,RMX3041,REALME,Android,Realme,B2,"新增 (deployable)"
腾讯,TKMB21040230,NX669J,NUBIA,Android,nubia,B2,"新增 (deployable)"
腾讯,TKMB21040247,RMX3121,REALME,Android,Realme,B2,"新增 (deployable)"
腾讯,TKMB21040260,V2048A,VIVO,Android,vivo,B2,"新增 (deployable)"
腾讯,TKMB21040282,M2012K11AC,REDMI,Android,Xiaomi,B2,"新增 (deployable)"
腾讯,TKMB21040285,OCE-AN50,HUAWEI,Android,HUAWEI,B2,"新增 (deployable)"
腾讯,TKMB21040287,RMX2202,REALME,Android,Realme,B2,"新增 (deployable)"
腾讯,TKMB21040289,"Mi 10S",XIAOMI,Android,Xiaomi,B2,"新增 (deployable)"
腾讯,TKMB210401AX,"SHARK PRS-A0",BLACKSHARK,Android,blackshark,B2,"新增 (deployable)"
腾讯,TKMB2104025L,KB2000,ONEPLUS,Android,OnePlus,B2,"新增 (deployable)"
腾讯,TKMB2104025R,M2012K11C,REDMI,Android,Xiaomi,B2,"新增 (deployable)"
腾讯,TKMB2104025T,"ZTE A2122H",ZTE,Android,ZTE,B2,"新增 (deployable)"
腾讯,TKMB2104025W,"Mi 11 Ultra",XIAOMI,Android,Xiaomi,B2,"新增 (deployable)"
腾讯,TKMB2104025X,M2007J1SC,XIAOMI,Android,Xiaomi,B2,"新增 (deployable)"
腾讯,TKMB21040286,SM-A9080,SAMSUNG,Android,SAMSUNG,B2,"新增 (deployable)"
腾讯,TKMB2104028A,"MI CC9 PRO",XIAOMI,Android,Xiaomi,B2,"新增 (deployable)"
腾讯,TKMB2104028E,V2073A,VIVO,Android,vivo,B2,"新增 (deployable)"
腾讯,TKMB2104028P,"MI9 PRO 5G",XIAOMI,Android,Xiaomi,B2,"新增 (deployable)"
腾讯,TKMB2104028R,V2073A,VIVO,Android,vivo,B2,"新增 (deployable)"
腾讯,TKMB2104028T,"MI CC9 PRO",XIAOMI,Android,Xiaomi,B2,"新增 (deployable)"
腾讯,TKMB2104028W,"MI PLAY",XIAOMI,Android,Xiaomi,B2,"新增 (deployable)"
腾讯,TKMB2104028X,"ONEPLUS A5000",ONEPLUS,Android,OnePlus,B2,"新增 (deployable)"
腾讯,TKMB2104028Y,RMX3031,REALME,Android,Realme,B2,"新增 (deployable)"
腾讯,TKMB2104035M,M181Q,MEIZU,Android,meizu,B2,"新增 (deployable)"
腾讯,TKMB2104037G,PEEM00,OPPO,Android,OPPO,B2,"新增 (deployable)"
腾讯,TKMB2105001Y,ASUS_I005DA,ASUS,Android,asus,B2,"新增 (deployable)"
腾讯,TKMB2105002E,M191Q,MEIZU,Android,meizu,B2,"新增 (deployable)"
腾讯,TKPC20010100,PC,,PC,Intel,A1设备,"新增 (deployable)"
腾讯,TKPC19080036,PC,,PC,Intel,A1设备,"新增 (deployable)"
腾讯,TKNB191200W8,笔记本,,Laptop,Intel,A1设备,"新增 (deployable)"
腾讯,TKMR191202GA,显示器,,显示器,Intel,A1设备,"新增 (deployable)"
腾讯,TKMB201204WR,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB200400F1,"MI 8 SE",XIAOMI,Android,Xiaomi,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB200400EM,TNY-AL00,HONOR,Android,HUAWEI,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB2004008W,"OPPO R11S",OPPO,Android,OPPO,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB2004008G,V1990A,VIVO,Android,vivo,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB2004008A,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB20040087,MHA-AL00,HUAWEI,Android,HUAWEI,A1-线下箱子3,"待上线 (deployable)"
腾讯,TKMB2004007Y,PACT00,OPPO,Android,OPPO,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB2004006T,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB2004006A,V1913A,VIVO,Android,vivo,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB20040066,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB2004002G,SEA-AL10,HUAWEI,Android,HUAWEI,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB20030307,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB200302YF,"OPPO R11ST",OPPO,Android,OPPO,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB200101W9,PCAM10,OPPO,Android,OPPO,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB191207L4,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB1912078R,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB191206TG,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB191206NJ,"OPPO A83",OPPO,Android,OPPO,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB191206NE,PBCT10,OPPO,Android,OPPO,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB191201RX,MRD-AL00,HUAWEI,Android,HUAWEI,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB1912013R,"VIVO X7PLUS",VIVO,Android,vivo,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB1911000X,PCAM00,OPPO,Android,OPPO,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB191002YX,KNT-AL20,HONOR,Android,HUAWEI,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB191000M3,"MI CC 9",XIAOMI,Android,Xiaomi,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB1908013R,"MI PLAY",XIAOMI,Android,Xiaomi,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB190800EW,"OPPO R9S",OPPO,Android,OPPO,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB190701FT,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB190701F7,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB190701F0,PACT00,OPPO,Android,OPPO,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB1907016P,JKM-AL00A,HUAWEI,Android,HUAWEI,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB19070132,YAL-AL10,HONOR,Android,HUAWEI,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB190700J3,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB19070055,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB19070045,V1990A,VIVO,Android,vivo,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB19070037,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB19050J5J,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB19050J4L,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB19050932,GN5001S,,Android,GIONEE,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB1905091P,"VIVO Y55",VIVO,Android,vivo,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB190508NX,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB1905002F,"REDMI NOTE 7",XIAOMI,Android,Xiaomi,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB190101F1,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB181204YJ,VKY-AL00,HUAWEI,Android,HUAWEI,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB18110009,V1732A,VIVO,Android,vivo,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB180900YA,"VIVO Y83",VIVO,Android,vivo,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB180900Y8,LND-AL30,HONOR,Android,HUAWEI,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB180900R8,"VIVO Y79",VIVO,Android,vivo,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB1807019J,"OPPO R7SPLUS",OPPO,Android,OPPO,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB180700E3,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB180602WP,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB180602WF,"VIVO X7PLUS",VIVO,Android,vivo,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB180602R5,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB180602PG,FRD-AL10,HONOR,Android,HUAWEI,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB18060282,"VIVO X9I",VIVO,Android,vivo,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB1806023T,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB18060232,"REDMI 5 PLUS",XIAOMI,Android,Xiaomi,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB180601R9,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB180601PM,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB1806019M,待定,待定,Android,待定,A1-11F-耗电量机柜,"上线 (deployed)"
腾讯,TKMB18060112,JMM-AL10,HONOR,Android,HUAWEI,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB180600N7,RNE-AL00,HUAWEI,Android,HUAWEI,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB180600MF,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB180600MA,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB180600GE,"OPPO R11S",OPPO,Android,OPPO,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB18060030,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB180501YP,待定,待定,Android,待定,A1-线下箱子6,"待上线 (deployable)"
腾讯,TKMB180501Y0,VKY-AL00,HUAWEI,Android,HUAWEI,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB180501JE,BKL-AL00,HONOR,Android,HUAWEI,A1-902-测试服设备,"上线 (deployed)"
腾讯,TKMB1804028X,待定,待定,Android,待定,A1设备,"新增 (deployable)"
腾讯,TKMB1804023E,待定,待定,Android,待定,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB180401F6,"HUAWEI MT7-TL10",HUAWEI,Android,HUAWEI,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB180300E3,待定,待定,Android,待定,A1-线下箱子5,"待上线 (deployable)"
腾讯,TKMB17100354,SM-G955N,SAMSUNG,Android,SAMSUNG,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB16080278,"LE X520",LEECO,Android,LeMobile,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB1607073E,"m1 matel",,Android,meizu,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB16052A93,EVA-AL00,HUAWEI,Android,HUAWEI,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB15084163,"VIVO X5MAX L",VIVO,Android,vivo,A1-线下箱子1,"待上线 (deployable)"
腾讯,TKMB1501250A,"HUAWEI MT7-TL10",HUAWEI,Android,HUAWEI,A1-线下箱子3,"待上线 (deployable)"
腾讯,TKMB16053E98,"iPad Pro",Apple,iOS,Apple,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB161004E6,待定,待定,Android,待定,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB16053E99,"iPad Pro",Apple,iOS,Apple,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB15094922,"OPPO R7",OPPO,Android,OPPO,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB16100474,"iPhone SE",Apple,iOS,Apple,A1-线下箱子3,"待上线 (deployable)"
腾讯,TKMB1610051H,"VIVO X7",VIVO,Android,vivo,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB151101KH,"iPad Air",Apple,iOS,Apple,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB1610049E,"OPPO R9 PLUSM A",OPPO,Android,OPPO,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB161004HA,待定,待定,Android,待定,A1,"新增 (deployable)"
腾讯,TKMB16100416,"OPPO R9KM",OPPO,Android,OPPO,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB1604366A,"VIVO X6A",VIVO,Android,vivo,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB1711042K,待定,待定,Android,待定,A1,"新增 (deployable)"
腾讯,TKMB1711081K,"OPPO R9M",OPPO,Android,OPPO,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB1711042A,"iPhone X",Apple,iOS,Apple,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB200303EF,"iPad mini 4",Apple,iOS,Apple,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB191102A8,"iPhone X",Apple,iOS,Apple,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB1807002T,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB1808022N,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB18080230,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB1810001J,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB19050J4J,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB19050J4Y,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB19050J53,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB19050J5P,待定,待定,Android,待定,B2,"新增 (deployable)"
腾讯,TKMB2103007E,V2047A,VIVO,Android,vivo,B2,"新增 (deployable)"
腾讯,TKMB2103007R,V2046A,VIVO,Android,vivo,B2,"新增 (deployable)"
腾讯,TKMB2103007W,V2012A,VIVO,Android,vivo,B2,"新增 (deployable)"
腾讯,TKMB2103007P,V1941A,VIVO,Android,vivo,B2,"新增 (deployable)"
腾讯,TKMB2103007A,PERM00,OPPO,Android,OPPO,B2,"新增 (deployable)"
腾讯,TKMB21030079,PDRM00,OPPO,Android,OPPO,B2,"新增 (deployable)"
腾讯,TKMB21030078,PEGM00,OPPO,Android,OPPO,B2,"新增 (deployable)"
腾讯,TKMB21030077,M2007J17C,REDMI,Android,Xiaomi,B2,"新增 (deployable)"
腾讯,TKMB21030076,M2010J19SC,REDMI,Android,Xiaomi,B2,"新增 (deployable)"
