公司,资产标签,型号,品牌,类别：,生产厂家,位置,状态
腾讯,TKMB1912025T,RMX1851,REALME,Android,Realme,,"新增 (deployable)"
腾讯,TKMB201203EP,"VIVO XPLAY5A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB170304K9,"HUAWEI NXT-AL10",HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB170401A3,"LE X620",LEECO,Android,LeMobile,,"新增 (deployable)"
腾讯,TKMB17090177,"VIVO Y67",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191202YN,"MEIZU S6",MEIZU,Android,meizu,,"新增 (deployable)"
腾讯,TKMB200405A5,SCM-W09,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20120485,"VIVO Y51A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB201203ER,DUB-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1610032A,EVA-AL00,HUAWEI,Android,HUAWEI,A1-线下箱子5,"待上线 (deployable)"
腾讯,TKMB190701JN,LND-AL30,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20020037,iPhoneXS,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB200501Y2,"REDMI K30 5G",REDMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB170302F4,"HUAWEI MLA-AL10",HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB18040180,"OPPO A73",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB18060284,"VIVO Y75A",VIVO,Android,vivo,A1-线下箱子4,"待上线 (deployable)"
腾讯,TKMB1603A728,A51,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB17030368,"REDMI 4",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB191202X2,SM-G9600,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB20050324,"VIVO Y79",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB2010031X,V1934A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1709014S,"MI 5",XIAOMI,Android,Xiaomi,B2-G02-0416,"上线 (deployable)"
腾讯,TKMB191001GP,"PIXEL 2 XL",GOOGLE,Android,Google,,"新增 (deployable)"
腾讯,TKMB200302X5,"MI 8 LITE",XIAOMI,Android,Xiaomi,B2-G02-0111,"上线 (deployable)"
腾讯,TKMB2005011W,ARS-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200605Y1,PDNM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB201203RF,PCAT10,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB181204JA,HMA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2010020M,"REDMI 4A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB1906013P,"VIVO Z3X",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180601LM,"VIVO Y66L",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200500MM,"VIVO Z3X",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB181204JP,HMA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB16080276,"LE X520",LEECO,Android,LeMobile,,"新增 (deployable)"
腾讯,TKMB200400P6,ELS-AN00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19070048,RMX1901,REALME,Android,Realme,,"新增 (deployable)"
腾讯,TKMB17020095,"LE X620",LEECO,Android,LeMobile,,"新增 (deployable)"
腾讯,TKMB1711049S,CAM-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB170903AS,"iPhone 8 Plus",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB2005009Y,"MI 6X",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200501JX,M2002J9E,XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200500NR,RMX1901,REALME,Android,Realme,,"新增 (deployable)"
腾讯,TKMB180601GX,iPhone8,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB200405R8,MRX-W09,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190700Y4,"OPPO R9SK",OPPO,Android,OPPO,A1-线下箱子3,"待上线 (deployable)"
腾讯,TKMB2007034X,"OPPO A37M",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB180301F9,M5,MEIZU,Android,meizu,,"新增 (deployable)"
腾讯,TKMB190900XP,HLK-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191100RA,SM-G930F,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1912049R,DE106,SMARTISAN,Android,smartisan,,"新增 (deployable)"
腾讯,TKMB180602R6,"VIVO X7PLUS",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB2101021J,V2001A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB18010445,"PIXEL 2 XL",GOOGLE,Android,Google,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB18030367,TRT-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19050XJT,"VIVO Y37",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180801WG,PAFM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1806014J,"HUAWEI VNS-TL00",HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB17030319,"MI NOTE LTE",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB1907005L,"REDMI 7A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB17030419,SCL-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2009022N,PDPM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB19030049,"VIVO X20A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1604362K,SM-G9300,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB180304S7,"OPPO A57",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB191206G8,TAS-AN00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180304HA,BND-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1907015T,V1818CA,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB19100093,PRA-AL00X,HONOR,Android,HUAWEI,B2-G02-0603,"上线 (deployable)"
腾讯,TKMB190901R0,LGM-V300L,LGE,Android,LGE,,"新增 (deployable)"
腾讯,TKMB16090504,"MI MAX",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB1910009P,PACM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB170602H3,"OPPO A57",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB190902N8,"OPPO A37M",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB190701WM,POT-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19050XGA,MP1701,MEITU,Android,Meitu,,"新增 (deployable)"
腾讯,TKMB160904KE,"REDMI 3S",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB190801E0,"OPPO R11ST",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200801NT,PDEM10,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB201203EN,"VIVO V3MAX A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB17020173,"OPPO R9SK",OPPO,Android,OPPO,A1-线下箱子5,"待上线 (deployable)"
腾讯,TKMB1909022N,SM-N950N,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB18030490,"REDMI 4X",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB2004054G,"OPPO A59M",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1912039N,MP1718,MEITU,Android,Meitu,,"新增 (deployable)"
腾讯,TKMB201103N5,FRD-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180307KH,NCE-AL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191000AG,SM-A520S,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1705019H,DUK-AL20,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180304EE,"MIX 2",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB1806014N,NCE-AL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB18010460,EVA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190801WM,"iPhone8 Plus",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB1912070W,PBCM10,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1806024L,"OPPO A59S",OPPO,Android,OPPO,A1-线下箱子2,"待上线 (deployable)"
腾讯,TKMB1702010F,"OPPO A59M",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB18060259,"VIVO X20PLUS A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB190901M3,YAL-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1806015M,NEM-TL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200901FR,"VIVO Y85",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB19070189,VOG-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20030293,VOG-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200302P3,SM-G9880,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB19120675,iPhoneXS,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB200901LE,BMH-AN10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB201001M6,SM-J810Y,samsung,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB190902YX,SM-G9650,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB200302AY,INE-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2002003T,iPhoneXS,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB20120051,"VIVO X21A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB20040541,LRA-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20040077,HMA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19120700,AUM-AL20,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1912071Y,PCEM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB18070010,iPhone6S,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB201204RR,V1911A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1912010W,"OPPO R9S",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1804021R,SM-N9500,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1906001W,SM-A530F,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB190901A5,iPhone11,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB170901K6,"REDMI 4A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB191206LE,SM-G9200,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1912070G,VCE-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1912025G,GLK-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200200TL,PBEM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1703032H,1605-A01,360,Android,360,,"新增 (deployable)"
腾讯,TKMB191000M0,GLK-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB18030698,"OPPO R9S PLUST",OPPO,Android,OPPO,B2-G02-0402,"上线 (deployable)"
腾讯,TKMB19120750,"MI 9 TRANSPARENT EDITION",XIAOMI,Android,Xiaomi,B2-G02-0101,"上线 (deployable)"
腾讯,TKMB2010031J,V1934A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB190901GG,V1911A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB201103NT,MXW-AN00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180601PX,EVA-DL00,HORNOR,Android,HUAWEI,A1-线下箱子5,"待上线 (deployable)"
腾讯,TKMB2010020N,"REDMI 4A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB18030806,"VIVO X9S PLUS L",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB18010534,"OPPO R9S PLUS",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200101T5,HRY-AL00A,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200500NJ,NX619J,NUBIA,Android,nubia,,"新增 (deployable)"
腾讯,TKMB171103K7,WAS-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190101FA,PCT-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19120688,iPhone7,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB200405EX,V1901A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB19090096,VCE-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19120784,ALP-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200303RL,V1916A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200901JL,"REDMI K30 5G",REDMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB180400GM,"iPhone6S Plus",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB191201GM,"OPPO R11S",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB20090231,V2012A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB201203E4,DVC-AN20,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191002XE,HRY-AL00A,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB17020266,SM-G9250,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191100RW,SM-A605F,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB18030631,"OPPO R9ST",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB201203XX,PCPM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB2010021W,CPH1851,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB191000W5,SM-N920C,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1801053H,"OPPO R9S",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200501M6,PDCM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1909024N,SM-A720F,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB201000ER,"MI 8 LITE",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB201204RG,M2007J1SC,XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB21015P1A,M2007J1SC,XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB1711049F,NEM-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190101F3,PBDM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1807022E,"VIVO Y71A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200405XM,"VIVO NEX A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180307SS,"VIVO Y75A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB18030501,TRT-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190801WG,STF-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19090020,SM-A605FN,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB181204J2,"MI A1",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB19050XXL,"HUAWEI MLA-AL00",HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1801047E,"OPPO R11S PLUS",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB19120780,LLD-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB201000RR,V1816T,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB18030697,"OPPO R9M",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB191100E4,"MOTO X4",MOTOROLA,Android,motorola,,"新增 (deployable)"
腾讯,TKMB191001F9,TAS-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2004057F,PCDM10,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200501JT,OXF-AN00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB201003E2,"MI9 PRO 5G",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB201103NP,RNE-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1804026R,BAC-TL00,HUAWEI,Android,HUAWEI,A1-线下箱子5,"待上线 (deployable)"
腾讯,TKMB18030646,"VIVO XPLAY5A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB19100102,"REDMI 5 PLUS",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB191206AR,NX629J,NUBIA,Android,nubia,,"新增 (deployable)"
腾讯,TKMB2005025Y,"HUAWEI MLA-AL10",HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB170901A3,"PRO 7 PLUS",MEIZU,Android,meizu,B2-G02-0310,"上线 (deployable)"
腾讯,TKMB190902X9,SM-G9650,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB180600TN,"OPPO A37M",OPPO,Android,OPPO,A1-线下箱子3,"待上线 (deployable)"
腾讯,TKMB19050919,"OPPO R11 PLUS",OPPO,Android,OPPO,A1-线下箱子3,"待上线 (deployable)"
腾讯,TKMB180601NX,"VIVO Y66L",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB19100079,"MI MAX 2",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB1711004K,"iPhone X",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB2009002T,V2002A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB2004054R,"REDMI K20 PRO",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB180600Y0,SM-G9600,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191000WF,SM-A750F,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB19090244,INE-LX2,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB17020267,KNT-UL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB161107H9,"PRO 6",MEIZU,Android,meizu,,"新增 (deployable)"
腾讯,TKMB180501L1,"VIVO XPLAY6",VIVO,Android,vivo,A1-线下箱子6,"待上线 (deployable)"
腾讯,TKMB19090230,"REDMI 5",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB19120685,"iPhone 11 PRO",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB170601H8,"OPPO A37M",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1801041A,BKL-AL20,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191000PX,SM-A750FN,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191000LA,"MI CC 9 MEITU EDITION",MEITU,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200501M2,BKK-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2005023M,SLA-TL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20120310,"VIVO X21UD A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191000NR,"HUAWEI MLA-AL10",HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB170303SF,"PRO 6",MEIZU,Android,meizu,,"新增 (deployable)"
腾讯,TKMB191207T4,WAS-LX1A,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20040625,"VIVO Y83",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB19120135,"VIVO XPLAY6",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191002GA,DUA-L22,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20010195,"iPhone 7P",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB2010021Y,CPH1611,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB191000W8,SM-J600F,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB200503MJ,ANE-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190801W3,"OPPO A37M",OPPO,Android,OPPO,A1-线下箱子3,"待上线 (deployable)"
腾讯,TKMB180304K0,"M5 NOTE",MEIZU,Android,meizu,,"新增 (deployable)"
腾讯,TKMB180306K2,"OPPO R9S PLUST",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB191002EJ,SM-G610F,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB19050X99,"VIVO Z3X",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB2005011E,V1923A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180602R3,"VIVO X7PLUS",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB19120795,SM-A9080,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB18030805,MYA-TL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB181204X2,"REDMI NOTE 5A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB171206AK,SM-C7108,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB2012005F,V1813A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200303PF,GM1900,ONEPLUS,Android,OnePlus,,"新增 (deployable)"
腾讯,TKMB2004052N,IN2020,ONEPLUS,Android,OnePlus,,"新增 (deployable)"
腾讯,TKMB200500MP,"REDMI 4A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200501LT,PCAM10,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB190902X0,SM-J810F,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191000P7,SM-J600FN,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB170202AS,"VIVO X7PLUS",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191201R8,ASK-AL00X,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2009022M,V1916A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180601W0,"REDMI 4X",XIAOMI,Android,Xiaomi,A1-线下箱子3,"待上线 (deployable)"
腾讯,TKMB2010020R,MAR-LX1A,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2005011A,"16S PRO",MEIZU,Android,meizu,,"新增 (deployable)"
腾讯,TKMB2009002Y,"REDMI 7A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB2101024L,"VIVO Y66",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180300E1,"REDMI 4A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB190901M2,YAL-AL00,HONOR,Android,HUAWEI,A1-线下箱子6,"待上线 (deployable)"
腾讯,TKMB16038AFK,"MI 5",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB1912012G,VKY-AL00,HUAWEI,Android,HUAWEI,A1-11F-弱网络机柜,"上线 (deployed)"
腾讯,TKMB180306K1,"OPPO R9M",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB190902MN,"PIXEL 3",GOOGLE,Android,Google,,"新增 (deployable)"
腾讯,TKMB200200YR,V1816A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB201001MR,EVA-L09,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20040003,PDEM10,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB2005032W,"REDMI NOTE 4",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB20070350,"OPPO A57",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB201001N8,RNE-L21,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19100086,"OPPO R9S PLUS",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB170200F5,MX6,MEIZU,Android,meizu,,"新增 (deployable)"
腾讯,TKMB1910008T,"VIVO Y66",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1907005X,"REDMI 7A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200302XE,PAFM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB180306K4,"HUAWEI NXT-AL10",HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19100082,"MI CC 9",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB191002G0,RNE-L21,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2005031J,"GIONEE GN5007",GIONEE,Android,GIONEE,,"新增 (deployable)"
腾讯,TKMB180600TY,"OPPO A37M",OPPO,Android,OPPO,A1-线下箱子3,"待上线 (deployable)"
腾讯,TKMB180401T0,FRD-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB170602A1,"OPPO R9S PLUS",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1704028F,VTR-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1711049H,"VIVO Y66",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180104K2,"VIVO X9",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180601JE,SKR-A0,BLACKSHARK,Android,blackshark,,"新增 (deployable)"
腾讯,TKMB2005030J,PCEM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200200X1,PCAM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB19110141,PBCM10,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB18060290,"VIVO Y75A",VIVO,Android,vivo,A1-线下箱子4,"待上线 (deployable)"
腾讯,TKMB21010251,PDKM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB17030256,"VIVO Y51A",VIVO,Android,vivo,,"新增 (deployable)"
